Molecule,SMILES,CatalogID,MW,LOGP,Rotating_bonds,HB_acceptors,HB_donors,index_ID,fp_similarity,mol,mol_prepared
<rdkit.Chem.rdchem.Mol object at 0x169bb1a10>,C1=CCCC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCC1,s_27____13433594____10803818,348.5,4.488444589666668,5,5,3,1295,0.6170212765957447,<rdkit.Chem.rdchem.Mol object at 0x1754211c0>,<rdkit.Chem.rdchem.Mol object at 0x177c43c30>
<rdkit.Chem.rdchem.Mol object at 0x169bb00b0>,CC(CC1=CCCCC1)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____15745640____10803818,348.5,4.3388393946666675,6,5,3,1270,0.6170212765957447,<rdkit.Chem.rdchem.Mol object at 0x175421230>,<rdkit.Chem.rdchem.Mol object at 0x177c43ca0>
<rdkit.Chem.rdchem.Mol object at 0x15e469380>,CC(C)C1OCCC1CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____9353730____10803818,352.4,3.1697908009999995,6,6,3,305,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754212a0>,<rdkit.Chem.rdchem.Mol object at 0x177c43d10>
<rdkit.Chem.rdchem.Mol object at 0x1693c4740>,CC1(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCOC1C1CC1,s_27____25557494____10803818,350.4,2.869093017,5,6,3,817,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421310>,<rdkit.Chem.rdchem.Mol object at 0x177c43d80>
<rdkit.Chem.rdchem.Mol object at 0x1693c6650>,c1ccc(Nc2nc(NC34CCCCC3OCC4)nc3nc[nH]c23)cc1,s_27____25557270____10803818,350.4,3.0266425856666666,4,6,3,851,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421380>,<rdkit.Chem.rdchem.Mol object at 0x177c43df0>
<rdkit.Chem.rdchem.Mol object at 0x15e4476f0>,OCC(CC1CCOCC1)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____15095142____10803818,368.4,2.005012486,7,7,4,277,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754213f0>,<rdkit.Chem.rdchem.Mol object at 0x177c43e60>
<rdkit.Chem.rdchem.Mol object at 0x1693c60a0>,CC1CCC(OCCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____26083168____10803818,380.5,3.9462195066666665,8,6,3,845,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421460>,<rdkit.Chem.rdchem.Mol object at 0x177c43ed0>
<rdkit.Chem.rdchem.Mol object at 0x15e469b60>,CCCO[C@@H]1CCCC[C@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____15757138____10803818,366.5,4.093769426000001,7,6,3,314,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754214d0>,<rdkit.Chem.rdchem.Mol object at 0x177c43f40>
<rdkit.Chem.rdchem.Mol object at 0x15e447a00>,CCC1(C)CC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCO1,s_27____25522692____10803818,352.4,3.0278058323333332,5,6,3,280,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421540>,<rdkit.Chem.rdchem.Mol object at 0x177c43bc0>
<rdkit.Chem.rdchem.Mol object at 0x1693c5620>,CCCCOC1CC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1(C)C,s_27____6547306____10803818,380.5,4.1634729713333325,8,6,3,834,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754215b0>,<rdkit.Chem.rdchem.Mol object at 0x177c40040>
<rdkit.Chem.rdchem.Mol object at 0x1693c5000>,c1ccc(Nc2nc(NCCC3CCC4(CC4)CO3)nc3nc[nH]c23)cc1,s_27____25522156____10803818,364.5,3.049310854,6,6,3,827,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421620>,<rdkit.Chem.rdchem.Mol object at 0x177c400b0>
<rdkit.Chem.rdchem.Mol object at 0x169318f20>,CC1(C)CC(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCO1,s_27____25521454____10803818,366.5,3.3324991209999997,6,6,3,495,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421690>,<rdkit.Chem.rdchem.Mol object at 0x177c50120>
<rdkit.Chem.rdchem.Mol object at 0x15e468040>,c1ccc(Nc2nc(NCC3CCOC34CCOCC4)nc3nc[nH]c23)cc1,s_27____25521308____10803818,380.5,1.750675364999999,5,7,3,286,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421700>,<rdkit.Chem.rdchem.Mol object at 0x177c50190>
<rdkit.Chem.rdchem.Mol object at 0x16939e8f0>,c1ccc(Nc2nc(N[C@H]3CC[C@H]4CCC[C@@H]3O4)nc3nc[nH]c23)cc1,s_27____25526242____10803818,350.4,3.235434948,4,6,3,785,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421770>,<rdkit.Chem.rdchem.Mol object at 0x177c50200>
<rdkit.Chem.rdchem.Mol object at 0x1693c4430>,c1ccc(Nc2nc(NCCCOCC3CCCCC3)nc3nc[nH]c23)cc1,s_27____25524936____10803818,380.5,3.974213146999999,9,6,3,814,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754217e0>,<rdkit.Chem.rdchem.Mol object at 0x177c502e0>
<rdkit.Chem.rdchem.Mol object at 0x15e4afdf0>,CN(CCC(O)C(C)(C)C)c1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25523196____10803818,354.5,3.5341402023333335,7,6,3,479,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421850>,<rdkit.Chem.rdchem.Mol object at 0x177c50350>
<rdkit.Chem.rdchem.Mol object at 0x16939fa00>,CC(C)C1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCOCC1,s_27____25526042____10803818,366.5,3.3783211043333323,6,6,3,804,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754218c0>,<rdkit.Chem.rdchem.Mol object at 0x177c503c0>
<rdkit.Chem.rdchem.Mol object at 0x169319000>,c1ccc(Nc2nc(NC3CCC(OCC4CCCO4)CC3)nc3nc[nH]c23)cc1,s_27____25524010____10803818,408.5,3.3212131846666657,7,7,3,496,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421930>,<rdkit.Chem.rdchem.Mol object at 0x177c50430>
<rdkit.Chem.rdchem.Mol object at 0x15e468890>,c1ccc(Nc2nc(NCCC3COCC4(CCC4)O3)nc3nc[nH]c23)cc1,s_27____25523972____10803818,380.5,2.5350984123333324,6,7,3,294,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754219a0>,<rdkit.Chem.rdchem.Mol object at 0x177c504a0>
<rdkit.Chem.rdchem.Mol object at 0x1693191c0>,c1ccc(Nc2nc(NCCOCC3CCCO3)nc3nc[nH]c23)cc1,s_27____4969524____10803818,354.4,2.2185591680000005,8,7,3,498,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421a10>,<rdkit.Chem.rdchem.Mol object at 0x177c50510>
<rdkit.Chem.rdchem.Mol object at 0x15e469f50>,c1ccc(Nc2nc(NCC3COC4(CCC4)CO3)nc3nc[nH]c23)cc1,s_27____25523400____10803818,366.4,2.475138673333334,5,7,3,318,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421a80>,<rdkit.Chem.rdchem.Mol object at 0x177c50580>
<rdkit.Chem.rdchem.Mol object at 0x16939f760>,c1ccc(Nc2nc(NCC3CCOC4(CCCC4)C3)nc3nc[nH]c23)cc1,s_27____25521662____10803818,378.5,3.547203073333332,5,6,3,801,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421af0>,<rdkit.Chem.rdchem.Mol object at 0x177c505f0>
<rdkit.Chem.rdchem.Mol object at 0x1693183c0>,CC1CCCCC1OCCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____772112____10803818,366.5,3.964213497666667,7,6,3,484,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421b60>,<rdkit.Chem.rdchem.Mol object at 0x177c50270>
<rdkit.Chem.rdchem.Mol object at 0x169319f50>,COCCC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCC1,s_27____8993146____10803818,380.5,3.990246318333333,8,6,3,512,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421bd0>,<rdkit.Chem.rdchem.Mol object at 0x177c50660>
<rdkit.Chem.rdchem.Mol object at 0x16939f5a0>,CC1CCN(CC(O)CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____4509354____10803818,381.5,2.372640456333333,7,7,4,799,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421c40>,<rdkit.Chem.rdchem.Mol object at 0x177c506d0>
<rdkit.Chem.rdchem.Mol object at 0x16939f300>,OCCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____23046672____10803818,367.5,1.2436095020000006,7,7,4,796,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421cb0>,<rdkit.Chem.rdchem.Mol object at 0x177c50740>
<rdkit.Chem.rdchem.Mol object at 0x16939f220>,CC1(C)CCCC(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)O1,s_27____25521076____10803818,366.5,3.4672147733333327,6,6,3,795,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421d20>,<rdkit.Chem.rdchem.Mol object at 0x177c507b0>
<rdkit.Chem.rdchem.Mol object at 0x1693198c0>,c1ccc(Nc2nc(NCCC3COC4(CCC4)CO3)nc3nc[nH]c23)cc1,s_27____25521666____10803818,380.5,2.5350984123333324,6,7,3,505,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421d90>,<rdkit.Chem.rdchem.Mol object at 0x177c50820>
<rdkit.Chem.rdchem.Mol object at 0x16939edc0>,O[C@@H]1CCN(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____16789782____10803818,353.4,1.183649763000001,7,7,4,790,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421e00>,<rdkit.Chem.rdchem.Mol object at 0x177c50900>
<rdkit.Chem.rdchem.Mol object at 0x15e4af5a0>,CC(C)(C)C1CC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCO1,s_27____7944786____10803818,366.5,3.490202840333333,5,6,3,470,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421e70>,<rdkit.Chem.rdchem.Mol object at 0x177c50970>
<rdkit.Chem.rdchem.Mol object at 0x16939c200>,c1ccc(Nc2nc(NC[C@H]3CC[C@@H](C4CC4)O3)nc3nc[nH]c23)cc1,s_27____13467706____10803818,350.4,3.1058790196666672,6,6,3,744,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421ee0>,<rdkit.Chem.rdchem.Mol object at 0x177c509e0>
<rdkit.Chem.rdchem.Mol object at 0x15e46a110>,COC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCCC1,s_27____13443312____10803818,366.5,3.9675780499999993,6,6,3,320,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421f50>,<rdkit.Chem.rdchem.Mol object at 0x177c50a50>
<rdkit.Chem.rdchem.Mol object at 0x16935ab90>,CC(C)(C)COCCCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25523476____10803818,354.5,3.4822339046666664,9,6,3,656,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175421fc0>,<rdkit.Chem.rdchem.Mol object at 0x177c50ac0>
<rdkit.Chem.rdchem.Mol object at 0x16937cc80>,CC(C)(C)O[C@@H]1CC[C@H]1CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25541658____10803818,366.5,3.424015937666666,7,6,3,689,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422030>,<rdkit.Chem.rdchem.Mol object at 0x177c50b30>
<rdkit.Chem.rdchem.Mol object at 0x15e4ad930>,c1ccc(Nc2nc(NCCCOCC3CCOCC3)nc3nc[nH]c23)cc1,s_27____5506460____10803818,382.5,2.2817167236666664,9,7,3,441,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754220a0>,<rdkit.Chem.rdchem.Mol object at 0x177c50ba0>
<rdkit.Chem.rdchem.Mol object at 0x1693c6810>,CC(C)(C)O[C@@H]1CCC[C@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____22841984____10803818,366.5,3.823830059000001,6,6,3,853,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422110>,<rdkit.Chem.rdchem.Mol object at 0x177c50c10>
<rdkit.Chem.rdchem.Mol object at 0x16937c430>,COC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)CC1CCCCC1,s_27____21594584____10803818,380.5,4.340635412999999,8,6,3,680,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422180>,<rdkit.Chem.rdchem.Mol object at 0x177c50890>
<rdkit.Chem.rdchem.Mol object at 0x16937c200>,c1ccc(Nc2nc(NC3COC4(CCOCC4)C3)nc3nc[nH]c23)cc1,s_27____25521160____10803818,366.4,1.6331268153333331,4,7,3,678,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754221f0>,<rdkit.Chem.rdchem.Mol object at 0x177c50c80>
<rdkit.Chem.rdchem.Mol object at 0x16935bbc0>,c1ccc(Nc2nc(NCCC3CC4(CCC4)CCO3)nc3nc[nH]c23)cc1,s_27____25522912____10803818,378.5,3.3379720589999993,6,6,3,673,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422260>,<rdkit.Chem.rdchem.Mol object at 0x177c50cf0>
<rdkit.Chem.rdchem.Mol object at 0x16933a7a0>,CC(C)CC1CC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCO1,s_27____8333290____10803818,366.5,3.4788169253333328,6,6,3,586,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754222d0>,<rdkit.Chem.rdchem.Mol object at 0x177c50d60>
<rdkit.Chem.rdchem.Mol object at 0x16933af80>,CCOC1(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCC1,s_27____25523282____10803818,352.4,3.0506397486666668,8,6,3,593,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422340>,<rdkit.Chem.rdchem.Mol object at 0x177c50dd0>
<rdkit.Chem.rdchem.Mol object at 0x16935b6f0>,C[C@@H](CCOC(C)(C)C)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25526472____10803818,354.5,3.3304645509999995,8,6,3,668,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754223b0>,<rdkit.Chem.rdchem.Mol object at 0x177c50e40>
<rdkit.Chem.rdchem.Mol object at 0x15e48e490>,COCC[C@H]1CCC[C@@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25526276____10803818,352.4,3.217636893,7,6,3,389,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422420>,<rdkit.Chem.rdchem.Mol object at 0x177c50f20>
<rdkit.Chem.rdchem.Mol object at 0x16935b220>,CC(C)CCO[C@H]1CC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____12222502____10803818,394.5,4.5135422673333325,8,6,3,663,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422490>,<rdkit.Chem.rdchem.Mol object at 0x177c50f90>
<rdkit.Chem.rdchem.Mol object at 0x16935af80>,c1ccc(Nc2nc(NCC3CCC4(CCCCCC4)O3)nc3nc[nH]c23)cc1,s_27____13458816____10803818,392.5,4.433142586666666,5,6,3,660,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422500>,<rdkit.Chem.rdchem.Mol object at 0x177c51000>
<rdkit.Chem.rdchem.Mol object at 0x15e48e880>,CCC12CCC(Nc3nc(Nc4ccccc4)c4[nH]cnc4n3)(CO1)C2,m_27____19140552____10803818,350.4,2.9406043190000006,5,6,3,393,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422570>,<rdkit.Chem.rdchem.Mol object at 0x177c51070>
<rdkit.Chem.rdchem.Mol object at 0x16935a5e0>,c1ccc(Nc2nc(NCCCOC3CCCCC3)nc3nc[nH]c23)cc1,s_27____131175____10803818,366.5,3.6592004103333338,8,6,3,650,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754225e0>,<rdkit.Chem.rdchem.Mol object at 0x177c510e0>
<rdkit.Chem.rdchem.Mol object at 0x15e4adb60>,CC1(C)OCCCC1CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25523864____10803818,352.4,3.007440912999999,5,6,3,443,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422650>,<rdkit.Chem.rdchem.Mol object at 0x177c51150>
<rdkit.Chem.rdchem.Mol object at 0x16933b5a0>,CC(O)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCCO1,s_27____16718198____10803818,368.4,2.360345067666666,6,7,4,600,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754226c0>,<rdkit.Chem.rdchem.Mol object at 0x177c511c0>
<rdkit.Chem.rdchem.Mol object at 0x15e48ee30>,CC(C)CCOCCCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____14244380____10803818,354.5,3.470847989666666,10,6,3,399,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422730>,<rdkit.Chem.rdchem.Mol object at 0x177c51230>
<rdkit.Chem.rdchem.Mol object at 0x16935a110>,CCOC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCOC1,s_27____21593556____10803818,382.5,2.679888736333333,8,7,3,645,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754227a0>,<rdkit.Chem.rdchem.Mol object at 0x177c50eb0>
<rdkit.Chem.rdchem.Mol object at 0x16935a030>,c1ccc(Nc2nc(NCCCC3CCCCO3)nc3nc[nH]c23)cc1,s_27____8767248____10803818,352.4,3.287425751333333,7,6,3,644,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422810>,<rdkit.Chem.rdchem.Mol object at 0x177c512a0>
<rdkit.Chem.rdchem.Mol object at 0x15e4acf20>,CC(C)(C)O[C@H]1C[C@H](CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____25543526____10803818,380.5,3.7490741456666665,8,6,3,431,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422880>,<rdkit.Chem.rdchem.Mol object at 0x177c51310>
<rdkit.Chem.rdchem.Mol object at 0x16933b760>,c1ccc(Nc2nc(NCC3CCCC34CCOCC4)nc3nc[nH]c23)cc1,s_27____13598224____10803818,378.5,3.281210136666666,5,6,3,602,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754228f0>,<rdkit.Chem.rdchem.Mol object at 0x177c51380>
<rdkit.Chem.rdchem.Mol object at 0x169359f50>,CC(C)OC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC(C)(C)C1,s_27____25521058____10803818,380.5,3.994321250666666,7,6,3,643,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422960>,<rdkit.Chem.rdchem.Mol object at 0x177c513f0>
<rdkit.Chem.rdchem.Mol object at 0x1693598c0>,CCC(CC)C(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)OC,s_27____7634774____10803818,368.5,4.053137454666666,10,6,3,636,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754229d0>,<rdkit.Chem.rdchem.Mol object at 0x177c51460>
<rdkit.Chem.rdchem.Mol object at 0x16933ba70>,CO[C@H]1[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)COC12CCC2,s_27____20349660____10803818,366.4,2.5349057433333337,5,7,3,605,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422a40>,<rdkit.Chem.rdchem.Mol object at 0x177c51540>
<rdkit.Chem.rdchem.Mol object at 0x169359620>,c1ccc(Nc2nc(NCC3CCC4(CCC4)OC3)nc3nc[nH]c23)cc1,s_27____25525590____10803818,364.5,3.144191135333333,5,6,3,633,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422ab0>,<rdkit.Chem.rdchem.Mol object at 0x177c515b0>
<rdkit.Chem.rdchem.Mol object at 0x169359460>,c1ccc(Nc2nc(NCCCOCC3CCCC3)nc3nc[nH]c23)cc1,s_27____25524232____10803818,366.5,3.5296444819999993,9,6,3,631,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422b20>,<rdkit.Chem.rdchem.Mol object at 0x177c51620>
<rdkit.Chem.rdchem.Mol object at 0x1693591c0>,CC(C)(C)OC1CCCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____25530370____10803818,380.5,3.883789797999999,6,6,3,628,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422b90>,<rdkit.Chem.rdchem.Mol object at 0x177c51690>
<rdkit.Chem.rdchem.Mol object at 0x1693590e0>,CC(COCC1CCCCC1)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____13163102____10803818,380.5,4.330828432666667,8,6,3,627,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422c00>,<rdkit.Chem.rdchem.Mol object at 0x177c51700>
<rdkit.Chem.rdchem.Mol object at 0x16937d070>,COC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCOC1,s_27____13903878____10803818,368.4,2.323080781666667,7,7,3,693,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422c70>,<rdkit.Chem.rdchem.Mol object at 0x177c51770>
<rdkit.Chem.rdchem.Mol object at 0x16937d460>,c1ccc(Nc2nc(NC3CCOC4(CCCCC4)C3)nc3nc[nH]c23)cc1,s_27____7346342____10803818,378.5,3.5311709896666663,4,6,3,696,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422ce0>,<rdkit.Chem.rdchem.Mol object at 0x177c517e0>
<rdkit.Chem.rdchem.Mol object at 0x16931a2d0>,c1ccc(Nc2nc(NCC3COC4(CCC4)C3)nc3nc[nH]c23)cc1,m_27____25524420____10803818,350.4,2.699622470333334,5,6,3,516,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422d50>,<rdkit.Chem.rdchem.Mol object at 0x177c51850>
<rdkit.Chem.rdchem.Mol object at 0x16937fca0>,OCCOC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCC1,s_27____13579120____10803818,382.5,2.8329073729999994,8,7,4,739,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422dc0>,<rdkit.Chem.rdchem.Mol object at 0x177c514d0>
<rdkit.Chem.rdchem.Mol object at 0x15e46a3b0>,c1ccc(Nc2nc(NC[C@H]3C[C@H]4COC[C@@H](C3)C4)nc3nc[nH]c23)cc1,m_27____25523998____10803818,364.5,2.9795209079999996,5,6,3,323,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422e30>,<rdkit.Chem.rdchem.Mol object at 0x177c518c0>
<rdkit.Chem.rdchem.Mol object at 0x16939d930>,CC(C)(C)[C@@H]1OCC[C@H]1CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25525998____10803818,366.5,3.547791651,6,6,3,768,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422ea0>,<rdkit.Chem.rdchem.Mol object at 0x177c51930>
<rdkit.Chem.rdchem.Mol object at 0x15e46a8f0>,COCC12CC(Nc3nc(Nc4ccccc4)c4[nH]cnc4n3)(CO1)C2,s_27____19885886____10803818,352.4,1.4969357899999998,6,7,3,328,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422f10>,<rdkit.Chem.rdchem.Mol object at 0x177c519a0>
<rdkit.Chem.rdchem.Mol object at 0x16931a730>,CC(C)(C)O[C@@H]1CC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____22842088____10803818,366.5,3.439221133,6,6,3,521,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422f80>,<rdkit.Chem.rdchem.Mol object at 0x177c51a10>
<rdkit.Chem.rdchem.Mol object at 0x15e46adc0>,CC1(C)CC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC(C)(C)O1,s_27____14650434____10803818,380.5,3.663035879,5,6,3,333,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175422ff0>,<rdkit.Chem.rdchem.Mol object at 0x177c51af0>
<rdkit.Chem.rdchem.Mol object at 0x16939ceb0>,c1ccc(Nc2nc(NCCCC3CCOCC3)nc3nc[nH]c23)cc1,s_27____10639884____10803818,352.4,3.0799160929999996,7,6,3,757,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423060>,<rdkit.Chem.rdchem.Mol object at 0x177c51b60>
<rdkit.Chem.rdchem.Mol object at 0x16939cd60>,O[C@@]1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@H]2CC[C@@H]1O2,s_27____25525064____10803818,352.4,1.5071703136666668,5,7,4,756,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754230d0>,<rdkit.Chem.rdchem.Mol object at 0x177c51bd0>
<rdkit.Chem.rdchem.Mol object at 0x16931af80>,CC(C)(C)OCC(O)CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25523000____10803818,356.4,2.223594845333334,8,7,4,529,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423140>,<rdkit.Chem.rdchem.Mol object at 0x177c51c40>
<rdkit.Chem.rdchem.Mol object at 0x16931b060>,c1ccc(Nc2nc(NCC3CCCC4(CCOC4)O3)nc3nc[nH]c23)cc1,s_27____14051036____10803818,380.5,2.5350984123333324,5,7,3,530,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x1754231b0>,<rdkit.Chem.rdchem.Mol object at 0x177c51cb0>
<rdkit.Chem.rdchem.Mol object at 0x16931bd10>,OC(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCOCC1,s_27____25522592____10803818,368.4,1.6983572899999997,7,7,4,543,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423220>,<rdkit.Chem.rdchem.Mol object at 0x177c51d20>
<rdkit.Chem.rdchem.Mol object at 0x16939c510>,c1ccc(Nc2nc(NCC3CCC4(CCOCC4)CC3)nc3nc[nH]c23)cc1,s_27____25525450____10803818,392.5,3.7257788016666655,5,6,3,747,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423290>,<rdkit.Chem.rdchem.Mol object at 0x177c51d90>
<rdkit.Chem.rdchem.Mol object at 0x15e46b7d0>,COCC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCCC1,s_27____25809956____10803818,380.5,4.146153778333332,7,6,3,344,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423300>,<rdkit.Chem.rdchem.Mol object at 0x177c51e00>
<rdkit.Chem.rdchem.Mol object at 0x16939c350>,c1ccc(Nc2nc(NCC3COCC34CCC4)nc3nc[nH]c23)cc1,s_27____25529688____10803818,350.4,2.5895369936666666,5,6,3,745,0.6122448979591837,<rdkit.Chem.rdchem.Mol object at 0x175423370>,<rdkit.Chem.rdchem.Mol object at 0x177c51a80>
