SMILES,CatalogID,MW,LOGP,Rotating_bonds,HB_acceptors,HB_donors,fp_similarity,ID,mol_prepared,aligned_mol,RMSD
CC(C)COc1cccc(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)c1,s_27____1323068____10803818,388.5,4.658051,8,6,3,0.653846,445,<rdkit.Chem.rdchem.Mol object at 0x177c736f0>,<rdkit.Chem.rdchem.Mol object at 0x177cbe6b0>,4.82083047399813
COc1cc(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)cc(OC)c1,s_27____25523524____10803818,404.5,3.989306,9,7,3,0.653846,435,<rdkit.Chem.rdchem.Mol object at 0x177c737d0>,<rdkit.Chem.rdchem.Mol object at 0x1741c3880>,5.022976498035304
c1ccc(Nc2nc(NCc3ccc(OCCOc4ccccc4)nc3)nc3[nH]cnc23)cc1,s_27____1001578____10803818,453.5,4.434582,10,8,3,0.653846,1110,<rdkit.Chem.rdchem.Mol object at 0x177c738b0>,<rdkit.Chem.rdchem.Mol object at 0x177c6ee30>,4.13806470085176
c1ccc(Nc2nc(NCc3ccccc3OCC3CC3)nc3[nH]cnc23)cc1,s_27____5455214____10803818,386.5,4.194325,8,6,3,0.653846,717,<rdkit.Chem.rdchem.Mol object at 0x177c73990>,<rdkit.Chem.rdchem.Mol object at 0x177ce0fe0>,5.122201052747433
CC(C)(C)Oc1ccccc1CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____6201368____10803818,388.5,4.467707,7,6,3,0.653846,387,<rdkit.Chem.rdchem.Mol object at 0x177c73a70>,<rdkit.Chem.rdchem.Mol object at 0x177cbe520>,4.596076597091174
COc1ccc(CCC(C)Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)cc1,s_27____2162226____10803818,388.5,4.563552,8,6,3,0.653846,1407,<rdkit.Chem.rdchem.Mol object at 0x177c73b50>,<rdkit.Chem.rdchem.Mol object at 0x177cbe750>,5.335840145929939
COc1ccc(C(C)CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)cc1,s_27____5728628____10803818,388.5,4.433996,8,6,3,0.653846,838,<rdkit.Chem.rdchem.Mol object at 0x177c73c30>,<rdkit.Chem.rdchem.Mol object at 0x177cbe8e0>,5.137331020177208
CCC(C)Oc1ccc(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)cc1,s_27____25520858____10803818,388.5,4.709653,8,6,3,0.653846,925,<rdkit.Chem.rdchem.Mol object at 0x177c73d10>,<rdkit.Chem.rdchem.Mol object at 0x177c04860>,5.167371911555983
COc1cc(OC)c(CC(C)Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)c(OC)c1,s_27____10719502____10803818,434.5,3.803641,9,8,3,0.653846,279,<rdkit.Chem.rdchem.Mol object at 0x177c73df0>,<rdkit.Chem.rdchem.Mol object at 0x177cbeac0>,4.792906673873674
COc1ccc(CC(C)Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)cc1OC,s_27____5731916____10803818,404.5,3.961312,8,7,3,0.653846,885,<rdkit.Chem.rdchem.Mol object at 0x177c73ed0>,<rdkit.Chem.rdchem.Mol object at 0x177cbe480>,5.096324045793326
COc1cc(OC)c(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)cn1,s_27____16908938____10803818,391.4,2.921523,8,8,3,0.653846,226,<rdkit.Chem.rdchem.Mol object at 0x177c90040>,<rdkit.Chem.rdchem.Mol object at 0x177cbe930>,5.047581760641203
COc1cccc(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)c1,s_27____3000692____10803818,374.4,4.146977,8,6,3,0.653846,15,<rdkit.Chem.rdchem.Mol object at 0x177c90120>,<rdkit.Chem.rdchem.Mol object at 0x177cbeb60>,4.955226426221697
COc1ccccc1C[C@H](C)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____9579692____10803818,374.4,4.118984,7,6,3,0.653846,219,<rdkit.Chem.rdchem.Mol object at 0x177c90200>,<rdkit.Chem.rdchem.Mol object at 0x177cbe890>,4.53724020632431
COc1ccc(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)cc1,s_27____24530712____10803818,374.4,4.146977,8,6,3,0.653846,376,<rdkit.Chem.rdchem.Mol object at 0x177c902e0>,<rdkit.Chem.rdchem.Mol object at 0x177cbecf0>,5.058900223151043
CC(C)Oc1ccccc1CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____1136858____10803818,374.4,4.18713,7,6,3,0.653846,338,<rdkit.Chem.rdchem.Mol object at 0x177c903c0>,<rdkit.Chem.rdchem.Mol object at 0x177ce2ca0>,4.50164914617087
CC(C)Oc1ccc(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)cc1,s_27____21408012____10803818,374.4,4.18713,7,6,3,0.653846,1361,<rdkit.Chem.rdchem.Mol object at 0x177c904a0>,<rdkit.Chem.rdchem.Mol object at 0x177cbee30>,5.216440523080815
COc1ccc(C(C)(C)CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)cc1,s_27____2262760____10803818,388.5,4.445382,7,6,3,0.653846,351,<rdkit.Chem.rdchem.Mol object at 0x177c90580>,<rdkit.Chem.rdchem.Mol object at 0x177cbea70>,4.939248688330476
CC(C)COc1ccc(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)cc1,s_27____14035480____10803818,388.5,4.658051,8,6,3,0.653846,1412,<rdkit.Chem.rdchem.Mol object at 0x177c90660>,<rdkit.Chem.rdchem.Mol object at 0x177cbef20>,5.309384070148521
Cc1ccc(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)c(OCC2CC2)c1,s_27____6953188____10803818,400.5,4.707746,8,6,3,0.653846,941,<rdkit.Chem.rdchem.Mol object at 0x177c90740>,<rdkit.Chem.rdchem.Mol object at 0x177cbf060>,5.2682875014316295
COc1ccnc(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)n1,m_27____16464484____10803818,362.4,2.679995,7,8,3,0.653846,337,<rdkit.Chem.rdchem.Mol object at 0x177c90820>,<rdkit.Chem.rdchem.Mol object at 0x177ce11c0>,4.922442028235035
COc1ccccc1C(C)(C)CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____2229210____10803818,388.5,4.445382,7,6,3,0.653846,89,<rdkit.Chem.rdchem.Mol object at 0x177c90900>,<rdkit.Chem.rdchem.Mol object at 0x177cbf0b0>,4.614442963952811
COc1ccc(C2CCCN2c2nc(Nc3ccccc3)c3[nH]cnc3n2)cn1,s_27____18798286____10803818,387.4,3.891363,5,7,2,0.642857,857,<rdkit.Chem.rdchem.Mol object at 0x177c909e0>,<rdkit.Chem.rdchem.Mol object at 0x177cbeca0>,5.01831176379175
FC(F)(F)c1ccc(OCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)nc1,s_27____7105996____10803818,415.4,3.745629,8,7,3,0.642857,412,<rdkit.Chem.rdchem.Mol object at 0x177c90ac0>,<rdkit.Chem.rdchem.Mol object at 0x177cbf1f0>,5.00336163101538
O[C@H]1CCCC[C@@H]1CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____16981664____10803818,352.4,3.019079,6,6,4,0.638298,442,<rdkit.Chem.rdchem.Mol object at 0x177c90ba0>,<rdkit.Chem.rdchem.Mol object at 0x177cbf330>,4.832884023140227
OCC[C@H]1CC[C@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____13461144____10803818,352.4,2.941125,6,6,4,0.638298,309,<rdkit.Chem.rdchem.Mol object at 0x177c90c80>,<rdkit.Chem.rdchem.Mol object at 0x177cbf380>,5.485719576862965
OCC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCCC1,s_27____10547164____10803818,366.5,3.297695,7,6,4,0.638298,372,<rdkit.Chem.rdchem.Mol object at 0x177c90d60>,<rdkit.Chem.rdchem.Mol object at 0x177cbf420>,5.216224065703095
O[C@H]1CC[C@](O)(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25528540____10803818,354.4,1.493164,5,7,5,0.638298,246,<rdkit.Chem.rdchem.Mol object at 0x177c90e40>,<rdkit.Chem.rdchem.Mol object at 0x177cbf290>,4.90086897643767
OC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCCCC1,s_27____18242860____10803818,366.5,3.76902,5,6,4,0.638298,623,<rdkit.Chem.rdchem.Mol object at 0x177c90f20>,<rdkit.Chem.rdchem.Mol object at 0x177cbf3d0>,5.5276893396883695
OC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC2CCCC21,s_27____25523918____10803818,350.4,2.62358,5,6,4,0.638298,1104,<rdkit.Chem.rdchem.Mol object at 0x177c91000>,<rdkit.Chem.rdchem.Mol object at 0x177cbf1a0>,5.272034908415478
CC(O)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)CC1CCCCC1,s_27____16503762____10803818,380.5,3.978086,7,6,4,0.638298,1392,<rdkit.Chem.rdchem.Mol object at 0x177c910e0>,<rdkit.Chem.rdchem.Mol object at 0x177cbf600>,5.2491026362264375
CC1C(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCC(CO)C1(C)C,s_27____25526512____10803818,380.5,3.526549,5,6,4,0.638298,146,<rdkit.Chem.rdchem.Mol object at 0x177c911c0>,<rdkit.Chem.rdchem.Mol object at 0x177cbf740>,5.346190509615755
CC(C)(O)C1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCC1,s_27____25520954____10803818,366.5,3.311042,6,6,4,0.638298,308,<rdkit.Chem.rdchem.Mol object at 0x177c912a0>,<rdkit.Chem.rdchem.Mol object at 0x177cbf790>,5.132702721457486
OCCC(Nc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCCCC1,s_27____13768924____10803818,380.5,3.835422,7,6,4,0.638298,340,<rdkit.Chem.rdchem.Mol object at 0x177c91380>,<rdkit.Chem.rdchem.Mol object at 0x177cbf650>,5.1066683100513695
CC1(C)[C@H](O)C(C)(C)[C@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25403996____10803818,352.4,3.168123,4,6,4,0.638298,920,<rdkit.Chem.rdchem.Mol object at 0x177c91460>,<rdkit.Chem.rdchem.Mol object at 0x177cbf7e0>,5.141277001774865
OC1CCC12CC(CNc1nc(Nc3ccccc3)c3[nH]cnc3n1)C2,s_27____25525838____10803818,350.4,2.409189,5,6,4,0.638298,1283,<rdkit.Chem.rdchem.Mol object at 0x177c91540>,<rdkit.Chem.rdchem.Mol object at 0x177c25350>,4.808496126939317
CC(C)(O)C1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCC1,s_27____25524556____10803818,352.4,2.866473,6,6,4,0.638298,236,<rdkit.Chem.rdchem.Mol object at 0x177c91620>,<rdkit.Chem.rdchem.Mol object at 0x177cbea20>,4.758098643353711
OC1CCCCC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____15776824____10803818,352.4,3.019079,5,6,4,0.638298,161,<rdkit.Chem.rdchem.Mol object at 0x177c91700>,<rdkit.Chem.rdchem.Mol object at 0x177cbf970>,4.686708782856401
CC(CCO)C1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCC1,s_27____8283114____10803818,366.5,3.18957,8,6,4,0.638298,727,<rdkit.Chem.rdchem.Mol object at 0x177c917e0>,<rdkit.Chem.rdchem.Mol object at 0x177cbf880>,4.976409961758928
OC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)(C1CC1)C1CC1,s_27____12058958____10803818,350.4,2.701534,7,6,4,0.638298,184,<rdkit.Chem.rdchem.Mol object at 0x177c918c0>,<rdkit.Chem.rdchem.Mol object at 0x177cbfab0>,5.567086753883646
OC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCC2(CC1)CC2,s_27____25524290____10803818,364.5,3.003223,5,6,4,0.638298,354,<rdkit.Chem.rdchem.Mol object at 0x177c919a0>,<rdkit.Chem.rdchem.Mol object at 0x177cbf5b0>,5.410996396679253
OCC1CCCCCC1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____24001492____10803818,352.4,3.060636,5,6,4,0.638298,48,<rdkit.Chem.rdchem.Mol object at 0x177c91a80>,<rdkit.Chem.rdchem.Mol object at 0x177cbfbf0>,5.0580562508714495
OCC1CC2(CCC(Nc3nc(Nc4ccccc4)c4[nH]cnc4n3)CC2)C1,s_27____26083454____10803818,378.5,3.142419,5,6,4,0.638298,1049,<rdkit.Chem.rdchem.Mol object at 0x177c91b60>,<rdkit.Chem.rdchem.Mol object at 0x177cbfd30>,5.990066774132496
OC1CCCC1CCCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____7426664____10803818,352.4,3.019079,7,6,4,0.638298,379,<rdkit.Chem.rdchem.Mol object at 0x177c91c40>,<rdkit.Chem.rdchem.Mol object at 0x177cbfba0>,4.641349528161041
OC(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCCC1,s_27____16500334____10803818,366.5,3.390854,7,6,4,0.638298,1399,<rdkit.Chem.rdchem.Mol object at 0x177c91d20>,<rdkit.Chem.rdchem.Mol object at 0x177cbfb00>,5.141058996859596
CC(C)(O)[C@H]1CC[C@@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25521632____10803818,366.5,3.271662,5,6,4,0.638298,679,<rdkit.Chem.rdchem.Mol object at 0x177c91e00>,<rdkit.Chem.rdchem.Mol object at 0x177cbfe70>,5.729880544713927
O[C@H]1CCCCCC[C@@H]1Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____23046726____10803818,352.4,3.46045,4,6,4,0.638298,647,<rdkit.Chem.rdchem.Mol object at 0x177c91ee0>,<rdkit.Chem.rdchem.Mol object at 0x177cbfa10>,5.297486198689072
OCCC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCC1,s_27____6821796____10803818,366.5,3.34712,7,6,4,0.638298,322,<rdkit.Chem.rdchem.Mol object at 0x177c91fc0>,<rdkit.Chem.rdchem.Mol object at 0x177cbfec0>,5.106307393037434
CC(O)(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCCC1,s_27____16503230____10803818,380.5,3.67143,7,6,4,0.638298,1244,<rdkit.Chem.rdchem.Mol object at 0x177c920a0>,<rdkit.Chem.rdchem.Mol object at 0x177cbff60>,5.302089691772005
CC1CCC(C(C)(O)CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____16504294____10803818,380.5,3.89849,6,6,4,0.638298,494,<rdkit.Chem.rdchem.Mol object at 0x177c92180>,<rdkit.Chem.rdchem.Mol object at 0x177cbffb0>,4.861610037828666
OC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)CC1CCCCC1,s_27____21534396____10803818,366.5,3.697509,7,6,4,0.638298,324,<rdkit.Chem.rdchem.Mol object at 0x177c92260>,<rdkit.Chem.rdchem.Mol object at 0x177cbf830>,5.284269410431107
OC1(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCCCCC1,s_27____5063656____10803818,352.4,3.324452,5,6,4,0.638298,862,<rdkit.Chem.rdchem.Mol object at 0x177c92340>,<rdkit.Chem.rdchem.Mol object at 0x177cbfc40>,5.512553968695323
OCC1CCCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25521020____10803818,352.4,3.019079,5,6,4,0.638298,98,<rdkit.Chem.rdchem.Mol object at 0x177c92420>,<rdkit.Chem.rdchem.Mol object at 0x177cbff10>,5.147019921372703
CC1(C)CCCC(O)(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____12368596____10803818,380.5,3.911518,5,6,4,0.638298,99,<rdkit.Chem.rdchem.Mol object at 0x177c92500>,<rdkit.Chem.rdchem.Mol object at 0x177cf4270>,4.7801563079293325
CC1(C)CC(C)(C)CC(O)(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____25522220____10803818,394.5,4.054015,5,6,4,0.638298,427,<rdkit.Chem.rdchem.Mol object at 0x177c925e0>,<rdkit.Chem.rdchem.Mol object at 0x177cf4310>,4.488821816410237
CC(O)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCCCC1,s_27____16504218____10803818,380.5,4.056039,6,6,4,0.638298,638,<rdkit.Chem.rdchem.Mol object at 0x177c926c0>,<rdkit.Chem.rdchem.Mol object at 0x177cf43b0>,5.193781780216592
OC1(C2CC2)CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25523324____10803818,364.5,2.963844,5,6,4,0.638298,404,<rdkit.Chem.rdchem.Mol object at 0x177c927a0>,<rdkit.Chem.rdchem.Mol object at 0x177cf4450>,5.409566048872109
OCC1CCC(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25521304____10803818,366.5,3.256138,7,6,4,0.638298,987,<rdkit.Chem.rdchem.Mol object at 0x177c92880>,<rdkit.Chem.rdchem.Mol object at 0x177cf40e0>,5.167570961920453
CC(C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C(O)C1CCC1,s_27____25523632____10803818,366.5,3.473392,7,6,4,0.638298,781,<rdkit.Chem.rdchem.Mol object at 0x177c92960>,<rdkit.Chem.rdchem.Mol object at 0x177cf44f0>,5.170564815035757
CC(C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1(O)CCCCC1,s_27____13913268____10803818,380.5,3.911518,6,6,4,0.638298,472,<rdkit.Chem.rdchem.Mol object at 0x177c92a40>,<rdkit.Chem.rdchem.Mol object at 0x177cf44a0>,4.963605601586272
CC(C)(C)C(CCO)CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____21538078____10803818,354.5,3.130774,8,6,4,0.638298,876,<rdkit.Chem.rdchem.Mol object at 0x177c92b20>,<rdkit.Chem.rdchem.Mol object at 0x177cf4360>,4.537534550103135
CC(O)C1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25524800____10803818,352.4,2.991085,5,6,4,0.638298,1181,<rdkit.Chem.rdchem.Mol object at 0x177c92c00>,<rdkit.Chem.rdchem.Mol object at 0x177cf46d0>,5.349954452668977
CC1(C)CCC(C(CO)Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____21684824____10803818,380.5,3.91796,6,6,4,0.638298,1046,<rdkit.Chem.rdchem.Mol object at 0x177c92ce0>,<rdkit.Chem.rdchem.Mol object at 0x177cf45e0>,4.796445767976197
CC1(C)CC[C@H](O)[C@@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,m_27____12429260____10803818,352.4,3.158379,4,6,4,0.638298,904,<rdkit.Chem.rdchem.Mol object at 0x177c92dc0>,<rdkit.Chem.rdchem.Mol object at 0x177cf4680>,5.027280565745275
OCCC(Nc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCCC1,s_27____4990712____10803818,366.5,3.390854,7,6,4,0.638298,765,<rdkit.Chem.rdchem.Mol object at 0x177c92ea0>,<rdkit.Chem.rdchem.Mol object at 0x177cf4220>,5.3035833411556546
OC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)CC1CCCC1,s_27____21534440____10803818,352.4,3.25294,7,6,4,0.638298,762,<rdkit.Chem.rdchem.Mol object at 0x177c92f80>,<rdkit.Chem.rdchem.Mol object at 0x177cf4810>,5.455623263397997
CCCCCC(CO)CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25523838____10803818,354.5,3.474402,10,6,4,0.638298,657,<rdkit.Chem.rdchem.Mol object at 0x177c93060>,<rdkit.Chem.rdchem.Mol object at 0x177cf4860>,4.861069281023321
OC[C@@H]1C[C@H]2CCC[C@]1(Nc1nc(Nc3ccccc3)c3[nH]cnc3n1)C2,s_27____25557460____10803818,364.5,2.797891,5,6,4,0.638298,1175,<rdkit.Chem.rdchem.Mol object at 0x177c93140>,<rdkit.Chem.rdchem.Mol object at 0x177cf49f0>,5.486872316390864
OCC(CC1CCCCC1)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____11246574____10803818,366.5,3.697509,7,6,4,0.638298,465,<rdkit.Chem.rdchem.Mol object at 0x177c93290>,<rdkit.Chem.rdchem.Mol object at 0x177cf4900>,4.658491536232742
OC1CCCCC1CCCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____7426184____10803818,366.5,3.463648,7,6,4,0.638298,1165,<rdkit.Chem.rdchem.Mol object at 0x177c93370>,<rdkit.Chem.rdchem.Mol object at 0x177cf4180>,4.756946373833412
COc1ccc2c(c1)CCCC2Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____2239226____10803818,386.5,4.40254,5,6,3,0.62963,255,<rdkit.Chem.rdchem.Mol object at 0x177c93450>,<rdkit.Chem.rdchem.Mol object at 0x177c576f0>,6.557215151434719
COc1cccc(CN2CCC(Nc3nc(Nc4ccccc4)c4[nH]cnc4n3)CC2)c1,s_27____13068052____10803818,429.5,3.440554,7,7,3,0.62963,1035,<rdkit.Chem.rdchem.Mol object at 0x177c93530>,<rdkit.Chem.rdchem.Mol object at 0x177cf4c70>,5.5162725068251826
COc1ccc(C(C)Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)cn1,s_27____24506096____10803818,361.4,3.207108,6,7,3,0.62963,1051,<rdkit.Chem.rdchem.Mol object at 0x177c93610>,<rdkit.Chem.rdchem.Mol object at 0x177cf49a0>,4.893048212245118
CCOc1ccccc1C(C)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____2235494____10803818,374.4,4.18713,7,6,3,0.62963,30,<rdkit.Chem.rdchem.Mol object at 0x177c936f0>,<rdkit.Chem.rdchem.Mol object at 0x177cf4a40>,4.532000934244979
c1ccc(Nc2nc(NCc3ccc(OCC4CCCO4)cc3)nc3[nH]cnc23)cc1,s_27____771836____10803818,416.5,3.832337,8,7,3,0.62963,621,<rdkit.Chem.rdchem.Mol object at 0x177c937d0>,<rdkit.Chem.rdchem.Mol object at 0x177cf4db0>,4.670021212694217
COc1ccc(CN2CCC(CNc3nc(Nc4ccccc4)c4[nH]cnc4n3)CC2)cc1,s_27____2228708____10803818,443.6,3.901154,8,7,3,0.62963,62,<rdkit.Chem.rdchem.Mol object at 0x177c938b0>,<rdkit.Chem.rdchem.Mol object at 0x177cf4e00>,5.146898176044106
c1ccc(Nc2nc(NCc3ccncc3OCC3CCOC3)nc3[nH]cnc23)cc1,s_27____10228314____10803818,417.5,2.21485,8,8,3,0.62963,1027,<rdkit.Chem.rdchem.Mol object at 0x177c93990>,<rdkit.Chem.rdchem.Mol object at 0x177cbf4c0>,4.399108442167422
COc1ccccc1CN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____1128866____10803818,429.5,3.440554,7,7,3,0.62963,1119,<rdkit.Chem.rdchem.Mol object at 0x177c93a70>,<rdkit.Chem.rdchem.Mol object at 0x177cf4f40>,5.346226300528402
CC1(C)Oc2ccc(CNc3nc(Nc4ccccc4)c4[nH]cnc4n3)cc2O1,s_27____14411180____10803818,388.4,3.672248,5,7,3,0.62963,1390,<rdkit.Chem.rdchem.Mol object at 0x177c93b50>,<rdkit.Chem.rdchem.Mol object at 0x177cf4bd0>,5.1337661468896
Clc1nc(NCc2ccccc2OCC2CCCCC2)c2[nH]cnc2n1,s_27____14946364____11672122,371.9,4.317869,6,5,2,0.62963,28,<rdkit.Chem.rdchem.Mol object at 0x177c93c30>,<rdkit.Chem.rdchem.Mol object at 0x177cf4fe0>,4.103113682169121
COc1ncc(C(C)Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)cc1C,s_27____25542170____10803818,375.4,3.720529,6,7,3,0.62963,704,<rdkit.Chem.rdchem.Mol object at 0x177c93d10>,<rdkit.Chem.rdchem.Mol object at 0x177c07100>,4.861828722969835
COCCOc1ccc(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)cn1,s_27____789176____10803818,391.4,2.743557,9,8,3,0.62963,397,<rdkit.Chem.rdchem.Mol object at 0x177c93df0>,<rdkit.Chem.rdchem.Mol object at 0x177cf50d0>,5.172807544782622
CCOc1ccc(C(C)Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)cc1,s_27____790508____10803818,374.4,4.18713,7,6,3,0.62963,1313,<rdkit.Chem.rdchem.Mol object at 0x177c93ed0>,<rdkit.Chem.rdchem.Mol object at 0x177cf4ea0>,5.032320405777825
c1ccc(Nc2nc(NCC3CC(=C4CCC4)C3)nc3[nH]cnc23)cc1,s_27____17317656____10803818,346.4,3.622304,5,5,3,0.617021,1333,<rdkit.Chem.rdchem.Mol object at 0x177cb0040>,<rdkit.Chem.rdchem.Mol object at 0x177cf5210>,4.690973859197026
C=CCC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)CC(C)C,s_27____25523452____10803818,350.5,4.852555,9,5,3,0.617021,334,<rdkit.Chem.rdchem.Mol object at 0x177cb0120>,<rdkit.Chem.rdchem.Mol object at 0x177cf5030>,5.064412704648457
C=CCCCC(Nc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CC1,s_27____17523788____10803818,348.5,4.596338,9,5,3,0.617021,463,<rdkit.Chem.rdchem.Mol object at 0x177cb0200>,<rdkit.Chem.rdchem.Mol object at 0x177cf5350>,5.198323583762201
CC(C)C1=CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25523652____10803818,348.5,4.259244,5,5,3,0.617021,475,<rdkit.Chem.rdchem.Mol object at 0x177cb02e0>,<rdkit.Chem.rdchem.Mol object at 0x177cf5490>,5.245274726681216
C1=C[C@@H]2C[C@H]1C[C@@H]2CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____16488634____10803818,346.4,3.631666,6,5,3,0.617021,778,<rdkit.Chem.rdchem.Mol object at 0x177cb03c0>,<rdkit.Chem.rdchem.Mol object at 0x177cf5300>,4.727895582510187
C1=CC2CCC1CC2CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____11352402____10803818,346.4,3.70962,5,5,3,0.617021,802,<rdkit.Chem.rdchem.Mol object at 0x177cb0510>,<rdkit.Chem.rdchem.Mol object at 0x177cf54e0>,4.5848527556670575
CC(C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1=CCCC1,s_27____10891218____10803818,348.5,4.220669,6,5,3,0.617021,1231,<rdkit.Chem.rdchem.Mol object at 0x177cb05f0>,<rdkit.Chem.rdchem.Mol object at 0x177cf5440>,5.1129441500031305
C1=C[C@H]2C[C@@H](C1)C[C@H](Nc1nc(Nc3ccccc3)c3[nH]cnc3n1)C2,s_27____25522204____10803818,346.4,3.839175,4,5,3,0.617021,421,<rdkit.Chem.rdchem.Mol object at 0x177cb06d0>,<rdkit.Chem.rdchem.Mol object at 0x177cf5620>,5.131450482130747
C1=CCCC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CCC1,s_27____13433594____10803818,348.5,4.488445,5,5,3,0.617021,1295,<rdkit.Chem.rdchem.Mol object at 0x177cb0820>,<rdkit.Chem.rdchem.Mol object at 0x177cf53a0>,5.212015166044317
CC(CC1=CCCCC1)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____15745640____10803818,348.5,4.338839,6,5,3,0.617021,1270,<rdkit.Chem.rdchem.Mol object at 0x177cb0900>,<rdkit.Chem.rdchem.Mol object at 0x177cf55d0>,4.72243867811708
CC(C)C1OCCC1CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____9353730____10803818,352.4,3.169791,6,6,3,0.612245,305,<rdkit.Chem.rdchem.Mol object at 0x177cb09e0>,<rdkit.Chem.rdchem.Mol object at 0x177ce21b0>,4.628949722621257
