ID,SMILES_Prepared,Molecule_Prepared,SMILES,CatalogID,MW,LOGP,Rotating_bonds,HB_acceptors,HB_donors,index_ID,fp_similarity,aligned_mol,RMSD
,C[C@H](Nc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1=NO[C@H]2COC[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x1648e61f0>,CC(Nc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1=NO[C@H]2COC[C@@H]12,m_27____16810052____10803818,365.4,2.342684741,5,8,3,287,0.31666666666666665,<rdkit.Chem.rdchem.Mol object at 0x175236f10>,5.439164277493729
,c1ccc(Nc2nc(NCC3=NO[C@H]4COC[C@@H]34)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e6180>,c1ccc(Nc2nc(NCC3=NO[C@H]4COC[C@@H]34)nc3nc[nH]c23)cc1,s_27____16721744____10803818,351.4,1.7739204986666666,5,8,3,899,0.31666666666666665,<rdkit.Chem.rdchem.Mol object at 0x175236ab0>,4.919080977106275
,c1ccc(Nc2nc(N3CCO[C@@H](C4CCCC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e62d0>,c1ccc(Nc2nc(N3CCOC(C4CCCC4)C3)nc3nc[nH]c23)cc1,s_27____25520794____10803818,364.5,3.993192600999999,4,6,2,749,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236810>,4.8347306317680205
,c1ccc(Nc2nc(NCCN3C[C@H]4CC[C@@H](C3)O4)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e63b0>,c1ccc(Nc2nc(NCCN3CC4CCC(C3)O4)nc3nc[nH]c23)cc1,s_27____10746442____10803818,365.4,2.1724213253333335,6,7,3,162,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175237840>,5.0298212551749995
,c1ccc(Nc2nc(NCC3(N4CCCCC4)CCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e6490>,c1ccc(Nc2nc(NCC3(N4CCCCC4)CCOCC3)nc3nc[nH]c23)cc1,s_27____5181522____10803818,407.5,2.476631265127038,6,7,3,770,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752367a0>,4.710371615860778
,c1ccc(Nc2nc(N[C@@H]3CCN(CC4CCOCC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e6570>,c1ccc(Nc2nc(NC3CCN(CC4CCOCC4)C3)nc3nc[nH]c23)cc1,s_27____21397900____10803818,393.5,2.1057675955522552,6,7,3,773,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236730>,4.970612767887784
,C[C@@H]1CN(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@H](C)O1,<rdkit.Chem.rdchem.Mol object at 0x1648e6650>,CC1CN(CCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC(C)O1,s_27____245014____10803818,381.5,2.5401995069999996,7,7,3,779,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752366c0>,5.010169846097101
,C[C@@H](CCN1CCOCC1)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648e6730>,CC(CCN1CCOCC1)Nc1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____25526482____10803818,367.5,2.123624482333333,7,7,3,156,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752365e0>,4.7404398308680635
,c1ccc(Nc2nc(NCC3CCN(C4CCOCC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e6810>,c1ccc(Nc2nc(NCC3CCN(C4CCOCC4)CC3)nc3nc[nH]c23)cc1,s_27____11947970____10803818,407.5,2.1238957861208725,6,7,3,932,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236570>,4.9475705388893365
,CC(C)(C)OC[C@H]1CCCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648e6960>,CC(C)(C)OCC1CCCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____15732900____10803818,380.5,3.9995145989999994,6,6,2,810,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236650>,4.856445840209925
,C[C@@H]1COCCN1[C@@H](C)CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648e68f0>,CC(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)N1CCOCC1C,s_27____4821040____10803818,367.5,2.4802397679999997,6,7,3,823,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236500>,5.0268368147032145
,c1ccc(Nc2nc(NCCCN3CCCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e6b20>,c1ccc(Nc2nc(NCCCN3CCCOCC3)nc3nc[nH]c23)cc1,s_27____14687796____10803818,367.5,1.7670091966666654,7,7,3,135,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236490>,4.843297602403053
,COCC1CCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648e6ab0>,COCC1CCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25522976____10803818,381.5,2.287377015333332,8,7,3,878,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752363b0>,5.213314425376294
,C[C@H](Nc1nc(Nc2ccccc2)c2[nH]cnc2n1)[C@H](C)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x1648e6ce0>,CC(Nc1nc(Nc2ccccc2)c2[nH]cnc2n1)C(C)N1CCOCC1,s_27____3490380____10803818,367.5,2.4802397679999997,6,7,3,132,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752362d0>,5.434750774660925
,COCCN1CCC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648e6c70>,COCCN1CCC(CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____2907126____10803818,381.5,2.287377015333332,8,7,3,881,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236420>,5.201485198990478
,c1ccc(Nc2nc(NCC3(N4CCOCC4)CCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e6e30>,c1ccc(Nc2nc(NCC3(N4CCOCC4)CCC3)nc3nc[nH]c23)cc1,s_27____20068132____10803818,379.5,2.480991634,6,7,3,896,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236340>,5.24443864514877
,c1ccc(Nc2nc(NC[C@H]3CN[C@@H]4COC[C@H]4O3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e6f10>,c1ccc(Nc2nc(NC[C@H]3CN[C@@H]4COC[C@H]4O3)nc3nc[nH]c23)cc1,s_270166____20318022____17625750,367.4,1.224842539666667,5,8,4,153,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236260>,5.089067638308661
,c1ccc(Nc2nc(N3CCCC[C@H](C4CCOCC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e7060>,c1ccc(Nc2nc(N3CCCCC(C4CCOCC4)C3)nc3nc[nH]c23)cc1,s_27____12914126____10803818,392.5,4.051190432666667,4,6,2,940,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752361f0>,5.223070048451256
,CC(C)[C@H](CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x1648e7140>,CC(C)C(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)N1CCOCC1,s_27____261206____10803818,381.5,2.951159964666666,7,7,3,1140,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236180>,5.249835809441981
,c1ccc(Nc2nc(NCCC[C@@H]3CNCCO3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e7220>,c1ccc(Nc2nc(NCCCC3CNCCO3)nc3nc[nH]c23)cc1,s_270166____17760740____17625750,353.4,1.901131261333334,7,7,4,92,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236110>,4.742464040136967
,C[C@]1(N2CCOCC2)CC[C@@H](Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648e7300>,CC1(N2CCOCC2)CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____13447660____10803818,407.5,3.030320403666667,5,7,3,1122,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752360a0>,6.824742770020294
,c1ccc(Nc2nc(N[C@H]3CC[C@H](N4CCOCC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e7450>,c1ccc(Nc2nc(N[C@H]3CC[C@H](N4CCOCC4)CC3)nc3nc[nH]c23)cc1,s_27____16607402____10803818,393.5,2.749743735333332,5,7,3,1096,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236030>,5.643766831667734
,C[C@@H](CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x1648e75a0>,CC(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)N1CCOCC1,s_27____25521744____10803818,367.5,2.123624482333333,7,7,3,86,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235fc0>,5.2807969679155775
,c1ccc(Nc2nc(NC[C@H]3CN4CCC[C@@H]4CO3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e7680>,c1ccc(Nc2nc(NC[C@H]3CN4CCC[C@@H]4CO3)nc3nc[nH]c23)cc1,s_27____25521324____10803818,365.4,2.1724213253333335,5,7,3,1074,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236ce0>,4.924234305787273
,COC[C@H]1CCCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648e7760>,COCC1CCCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____25523668____10803818,381.5,2.3289337423333323,8,7,3,1055,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236d50>,5.0932018621912265
,c1ccc(Nc2nc(NCCCCN3CCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e7840>,c1ccc(Nc2nc(NCCCCN3CCOCC3)nc3nc[nH]c23)cc1,s_27____782912____10803818,367.5,2.224412128666666,8,7,3,90,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236dc0>,4.611888614938823
,c1ccc(Nc2nc(N3CCC(OCC[C@H]4CCCNC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e7920>,c1ccc(Nc2nc(N3CCC(OCCC4CCCNC4)CC3)nc3nc[nH]c23)cc1,s_270166____20633202____17625750,421.5,2.736656868136343,7,7,3,1050,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175237060>,4.8168534208479965
,c1ccc(Nc2nc(NCC3(N4CCOCC4)CCCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e7a00>,c1ccc(Nc2nc(NCC3(N4CCOCC4)CCCC3)nc3nc[nH]c23)cc1,s_27____16505712____10803818,393.5,2.9255602989999994,6,7,3,954,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175236b90>,4.580510078927395
,c1ccc(Nc2nc(N[C@@H]3CCCN(CCN4CCOCC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e7ae0>,c1ccc(Nc2nc(NC3CCCN(CCN4CCOCC4)C3)nc3nc[nH]c23)cc1,s_27____12911716____10803818,422.5,2.1312987776666654,7,8,3,1018,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752371b0>,5.836012823459927
,C[C@@H]1CN(C[C@@H](O)CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@H](C)O1,<rdkit.Chem.rdchem.Mol object at 0x1648e7bc0>,C[C@@H]1CN(CC(O)CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@H](C)O1,s_27____21047706____10803818,397.5,1.849904825999999,7,8,4,101,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175237220>,4.9525507712076395
,COCCCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648e7d10>,COCCCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25524188____10803818,395.5,2.404098676666666,9,7,3,1006,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752370d0>,6.207600289213546
,c1ccc(Nc2nc(NC[C@H]([C@@H]3CCOC3)N3CCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648e7df0>,c1ccc(Nc2nc(NCC(C3CCOC3)N3CCOCC3)nc3nc[nH]c23)cc1,s_27____293710____10803818,409.5,1.725631695666667,7,8,3,970,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175237140>,4.886642032238161
,CC(C)OCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648e7f40>,CC(C)OCCN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____6484314____10803818,395.5,2.600159245999999,8,7,3,965,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175237300>,6.354586275127418
,c1ccc(Nc2nc(N[C@@H]3CCCN(C4CCOCC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f40b0>,c1ccc(Nc2nc(NC3CCCN(C4CCOCC4)C3)nc3nc[nH]c23)cc1,s_27____16711864____10803818,393.5,2.292340803333333,5,7,3,955,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175237370>,5.2539227766837575
,c1ccc(Nc2nc(N3CCO[C@@H](CC4CCCC4)C3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f4190>,c1ccc(Nc2nc(N3CCOC(CC4CCCC4)C3)nc3nc[nH]c23)cc1,s_27____25523956____10803818,378.5,4.359807536,5,6,2,731,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175237290>,4.8335637860943965
,c1ccc(Nc2nc(NCCOCCN3CCCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f4270>,c1ccc(Nc2nc(NCCOCCN3CCCC3)nc3nc[nH]c23)cc1,s_27____25523586____10803818,367.5,2.224412128666666,9,7,3,719,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752373e0>,4.58185511753256
,c1ccc(Nc2nc(N3CCC(OC4CCCCC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f4350>,c1ccc(Nc2nc(N3CCC(OC4CCCCC4)CC3)nc3nc[nH]c23)cc1,s_27____10890578____10803818,392.5,4.242668007333332,5,6,2,706,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752374c0>,5.124032144893228
,C[C@@H]1CN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@H](C)O1,<rdkit.Chem.rdchem.Mol object at 0x1648f4430>,C[C@@H]1CN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@H](C)O1,s_27____15362812____10803818,367.5,2.4802397679999997,6,7,3,369,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175237450>,5.23638361887079
,CO[C@H](CN(C)c1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x1648f4510>,COC(CN(C)c1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCCC1,s_27____17653996____10803818,366.5,4.164717544333334,7,6,2,437,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752375a0>,4.7117734594291925
,c1ccc(Nc2nc(N[C@H]3COC[C@@H]3N3CCCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f45f0>,c1ccc(Nc2nc(N[C@H]3COC[C@@H]3N3CCCC3)nc3nc[nH]c23)cc1,s_27____25557362____10803818,365.4,2.1724213253333335,5,7,3,434,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175237530>,5.371955715410673
,c1ccc(Nc2nc(NC[C@H]3CCC[C@@H]3N3CCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f46d0>,c1ccc(Nc2nc(NCC3CCCC3N3CCOCC3)nc3nc[nH]c23)cc1,s_27____3312922____10803818,393.5,2.661744533999999,6,7,3,433,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175237680>,5.037872290803617
,c1ccc(Nc2nc(NC[C@H]3CCCC4(CCNCC4)O3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f47b0>,c1ccc(Nc2nc(NCC3CCCC4(CCNCC4)O3)nc3nc[nH]c23)cc1,s_270166____17792324____17625750,393.5,2.10616406907004,5,7,4,401,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175237610>,5.172892199815565
,COC[C@@H]1CN[C@H](CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f4890>,COC[C@@H]1CN[C@H](CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_270166____21478898____17625750,353.4,1.3366507815370496,7,7,4,261,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235700>,4.9613909195179495
,c1ccc(Nc2nc(NC[C@H]3CCCC4(CNC4)O3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f4970>,c1ccc(Nc2nc(NCC3CCCC4(CNC4)O3)nc3nc[nH]c23)cc1,s_270166____17601712____17625750,365.4,2.157710766666667,5,7,4,382,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235690>,4.891050055034402
,c1ccc(Nc2nc(N3CCC(OCC4CCCCC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f4a50>,c1ccc(Nc2nc(N3CCC(OCC4CCCCC4)CC3)nc3nc[nH]c23)cc1,s_27____6007868____10803818,406.5,4.557680743999999,6,6,2,365,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235770>,4.957780546548483
,CC(C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x1648f4b30>,CC(C)(CNc1nc(Nc2ccccc2)c2[nH]cnc2n1)N1CCOCC1,s_27____61959____10803818,367.5,2.3442414116666663,6,7,3,190,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235620>,5.195474203533668
,CO[C@H]1[C@@H](OC)CN[C@@H]1CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648f4c10>,CO[C@H]1[C@@H](OC)CN[C@@H]1CNc1nc(Nc2ccccc2)c2[nH]cnc2n1,m_270166____21478818____17625750,369.4,1.396367483,7,8,4,362,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752355b0>,4.63289200173133
,C[C@H]1CN(CCCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@H](C)O1,<rdkit.Chem.rdchem.Mol object at 0x1648f4d60>,CC1CN(CCCCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC(C)O1,s_27____6893972____10803818,395.5,3.0575621779999995,8,7,3,269,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235540>,5.0934458933984175
,COC[C@H](O)CN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x1648f4e40>,COC[C@H](O)CN1CCC(Nc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC1,s_27____25521492____10803818,397.5,1.1964413246666656,8,8,4,331,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235380>,6.132220930882676
,c1ccc(Nc2nc(NC[C@H]3CCN3C3CCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f4f20>,c1ccc(Nc2nc(NCC3CCN3C3CCOCC3)nc3nc[nH]c23)cc1,s_27____13261888____10803818,379.5,1.774978132333333,6,7,3,325,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752354d0>,5.1871767260444726
,c1ccc(Nc2nc(N3CCC(OC4CCCC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5000>,c1ccc(Nc2nc(N3CCC(OC4CCCC4)CC3)nc3nc[nH]c23)cc1,s_27____2501706____10803818,378.5,3.798099342333333,5,6,2,299,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235460>,4.952207060205119
,CN(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x1648f50e0>,CN(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C1CCOCC1,s_27____13913192____10803818,367.5,1.826776266666666,7,7,3,288,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752353f0>,5.280778164966863
,COCCN(CC1CCCCC1)c1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648f51c0>,COCCN(CC1CCCCC1)c1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____18321754____10803818,380.5,4.549519139333334,8,6,2,464,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235310>,4.823648406961594
,CC(C)CO[C@@H]1CCCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f52a0>,CC(C)COC1CCCN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____25521836____10803818,366.5,4.145103583666666,6,6,2,491,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752351c0>,4.752312211879697
,c1ccc(Nc2nc(NC3CCN(CC4CCOCC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5380>,c1ccc(Nc2nc(NC3CCN(CC4CCOCC4)CC3)nc3nc[nH]c23)cc1,s_27____25521048____10803818,407.5,2.1541302218048,6,7,3,238,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752352a0>,6.007547440246484
,C[C@@H]1CN(C(C)(C)CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C[C@H](C)O1,<rdkit.Chem.rdchem.Mol object at 0x1648f5460>,CC1CN(C(C)(C)CNc2nc(Nc3ccccc3)c3[nH]cnc3n2)CC(C)O1,s_27____215669____10803818,395.5,3.1773914609999983,6,7,3,518,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235230>,4.8924094694556945
,c1ccc(Nc2nc(N3CCC(OCC4CCCC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f55b0>,c1ccc(Nc2nc(N3CCC(OCC4CCCC4)CC3)nc3nc[nH]c23)cc1,s_27____6742680____10803818,392.5,4.113112078999999,6,6,2,229,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235150>,5.056792028125853
,c1ccc(Nc2nc(NC[C@H]3CN4CCCC[C@@H]4CO3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5690>,c1ccc(Nc2nc(NCC3CN4CCCCC4CO3)nc3nc[nH]c23)cc1,s_27____7919872____10803818,379.5,2.6169899903333325,5,7,3,549,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x1752350e0>,4.771343379227182
,c1ccc(Nc2nc(NC3CCN(C4CCOCC4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5770>,c1ccc(Nc2nc(NC3CCN(C4CCOCC4)CC3)nc3nc[nH]c23)cc1,s_27____11967998____10803818,393.5,1.8349378713333329,5,7,3,569,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234f90>,5.385454338420252
,CN(CCCCOC(C)(C)C)c1nc(Nc2ccccc2)c2[nH]cnc2n1,<rdkit.Chem.rdchem.Mol object at 0x1648f5850>,CN(CCCCOC(C)(C)C)c1nc(Nc2ccccc2)c2[nH]cnc2n1,s_27____16619842____10803818,368.5,4.066517928666666,9,6,2,574,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235070>,4.744608875907575
,c1ccc(Nc2nc(N[C@H]3COC[C@@H]3N3CCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5930>,c1ccc(Nc2nc(N[C@H]3COC[C@@H]3N3CCOCC3)nc3nc[nH]c23)cc1,s_27____25557364____10803818,381.4,1.5481234069999996,5,8,3,590,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175235000>,5.773568830310976
,CO[C@@H]1CCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,<rdkit.Chem.rdchem.Mol object at 0x1648f5a10>,COC1CCN(CCNc2nc(Nc3ccccc3)c3[nH]cnc3n2)C1,s_27____25525784____10803818,353.4,1.7668165276666663,7,7,3,601,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234f20>,4.880483092530664
,CN(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)C[C@H]1CCCO1,<rdkit.Chem.rdchem.Mol object at 0x1648f5af0>,CN(CCNc1nc(Nc2ccccc2)c2[nH]cnc2n1)CC1CCCO1,s_27____25525140____10803818,367.5,2.284179198666666,8,7,3,608,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234eb0>,5.246618822706882
,c1ccc(Nc2nc(NC3CCN(C[C@@H]4CCCO4)CC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5bd0>,c1ccc(Nc2nc(NC3CCN(CC4CCCO4)CC3)nc3nc[nH]c23)cc1,s_27____730818____10803818,393.5,2.292340803333333,6,7,3,614,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234d60>,5.249568030452234
,c1ccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N3CCOCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5cb0>,c1ccc(Nc2nc(NC3CCCCC3N3CCOCC3)nc3nc[nH]c23)cc1,s_27____7142080____10803818,393.5,3.0615586553333323,5,7,3,210,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234e40>,5.449439209034691
,c1ccc(Nc2nc(NCC3(N4CCOCC4)CCCCC3)nc3[nH]cnc23)cc1,<rdkit.Chem.rdchem.Mol object at 0x1648f5e00>,c1ccc(Nc2nc(NCC3(N4CCOCC4)CCCCC3)nc3nc[nH]c23)cc1,s_27____61908____10803818,407.5,3.370128964,6,7,3,201,0.2909090909090909,<rdkit.Chem.rdchem.Mol object at 0x175234dd0>,4.862518466559228
